,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
3556,3855,Because I Said So,2007,PG-13,"Comedy, Romance",5.6,40549,"English, Mandarin, Italian",United States,A meddling mother tries to set her daughter up with the right man so her kid won't follow in her footsteps.,102 min
3557,3856,Norbit,2007,PG-13,"Comedy, Romance",4.2,80676,English,United States,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",102 min
3558,3857,Ratatouille,2007,G,"Animation, Adventure, Comedy",8.1,846549,"English, French",United States,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,111 min
3559,3858,"Wake Up, Ron Burgundy",2004,Not Rated,Comedy,6.1,5954,English,United States,"While Ron Burgundy's rivalry with Veronica Corningstone persists, a group of unprofessional thieves endeavor to make the truth known.",93 min
3560,3861,Music and Lyrics,2007,PG-13,"Comedy, Music, Romance",6.5,108067,English,United States,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",104 min
3561,3862,Factory Girl,2006,R,"Biography, Drama",6.3,22490,"English, Slovak, French",United States,"Based on the rise and fall of socialite Edie Sedgwick, concentrating on her relationships with Andy Warhol and a folk singer.",90 min
3562,3863,Hot Fuzz,2007,R,"Action, Comedy, Mystery",7.8,542770,English,"United Kingdom, France, United States","An overachieving London police sergeant is transferred to a village where the easygoing officers object to his fervor for regulations, all while a string of grisly murders strikes the town.",121 min
3563,3864,Golden Door,2006,PG-13,"Drama, History, Romance",6.8,5215,"Italian, English, Sicilian","Italy, France",A Sicilian peasant begins the journey to the promised land and meets a beautiful Englishwoman. But neither is prepared for the harsh realities of Ellis Island. Can they make it through the golden door to the America of their dreams?,118 min
3564,3865,Next,2007,PG-13,"Action, Sci-Fi, Thriller",6.2,167582,"English, French, German, Serbian",United States,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,96 min
3565,3866,2001 Maniacs,2005,R,"Comedy, Horror",5.3,13436,English,United States,"Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents.",87 min
3566,3868,Meshes of the Afternoon,1943,Not Rated,"Short, Fantasy, Mystery",7.8,15478,Novoice,United States,"A woman returning home falls asleep and has vivid dreams that may or may not be happening in reality. Through repetitive images and complete mismatching of the objective view of time and space, her dark inner desires play out on-s...",14 min
3567,3869,Last Stand of the 300,2007,G,Documentary,7.4,1310,English,United States,"""Last Stand of the 300"" is a 2007 special that tells the tale of when in 480 BCE, a small number of Greeks stood against the might of the Persian empire at Thermopylae.",91 min
3568,3870,The Abandoned,2006,R,"Horror, Mystery, Thriller",5.5,13353,"English, Russian","Spain, United Kingdom, Bulgaria",An adopted woman returns to her home country and the family home that she never knew and must face the mystery that lies there.,99 min
3569,3871,The Last Mimzy,2007,PG,"Action, Adventure, Drama",6.2,22313,"English, Spanish",United States,"Two siblings begin to develop special talents after they find a mysterious box of toys. Soon the kids, their parents, and even their teacher are drawn into a strange new world and find a task ahead of them that is far more importa...",90 min
3570,3872,Priceless,2006,R,"Comedy, Romance",7,33318,"French, English",France,"Jean, a shy waiter who works at a high-end hotel, is mistaken for a young millionaire by the beautiful and intriguing fortune hunter Irene.",106 min
3571,4598,The Host,2013,PG-13,"Action, Adventure, Drama",5.8,119245,English,"United States, Switzerland","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder risks everything to protect the people she cares about.",125 min
3572,3874,The Namesake,2006,PG-13,Drama,7.5,21928,"English, Bengali","United States, Japan, India","American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.",122 min
3573,3875,I Think I Love My Wife,2007,R,"Comedy, Drama, Romance",5.5,17634,English,"India, United States",A married man who daydreams about being with other women finds his will and morals tested after he's visited by the ex-mistress of his old friend.,90 min
3574,3876,Dead Silence,2007,R,"Horror, Mystery, Thriller",6.1,102817,English,United States,"After his wife meets a grisly end, Jamie Ashen returns to his hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family tree",89 min
3575,3877,Reign Over Me,2007,R,Drama,7.4,100023,English,United States,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,124 min
3576,3879,The Lookout,2007,R,"Crime, Drama, Thriller",6.9,60795,English,United States,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up ...",99 min
3577,3880,Blades of Glory,2007,PG-13,"Comedy, Sport",6.3,179519,"English, Japanese",United States,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",93 min
3578,3881,Grindhouse,2007,R,"Action, Horror, Thriller",7.5,191976,"English, Spanish","United States, Canada",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,191 min
3579,3882,American Hardcore,2006,R,"Documentary, History, Music",7.3,3625,English,United States,The History of American Punk Rock 1980-1986,100 min
3580,3883,How the Grinch Stole Christmas!,1966,Not Rated,"Animation, Comedy, Family",8.3,59537,English,United States,A grumpy hermit hatches a plan to steal Christmas from the Whos of Whoville.,26 min
3581,3884,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,"Animation, Action, Adventure",6.7,14560,English,"United States, Canada","An action epic that explores the origins of Master Shake, Frylock, and Meatwad, better known as the Aqua Teen Hunger Force, who somehow become pitted in a battle over an immortal piece of exercise equipment.",86 min
3582,3886,Fracture,2007,R,"Crime, Drama, Thriller",7.2,221992,English,"Germany, United States","After shooting his wife, Ted confesses his crime and asks the court to move his case to trial. He represents himself against Willy, a successful lawyer. But there's more to the case than meets the eye.",113 min
3583,3887,Vacancy,2007,R,"Horror, Thriller",6.2,108569,English,United States,"Stranded in an isolated motel, a couple become the unsuspecting subjects of a snuff film.",85 min
3584,3888,In the Land of Women,2007,PG-13,"Comedy, Drama, Romance",6.4,32816,English,United States,A sleazy writer has a chance to redeem himself when he goes to stay with his grandmother and befriends the neighbors.,97 min
3585,3889,The Invisible,2007,PG-13,"Crime, Drama, Fantasy",6.1,36712,English,"Sweden, South Africa, United States","After an attack leaves him in limbo, invisible to the living but also near death, a teenager discovers the only person who might be able to help him is his assailant.",102 min
3586,3890,Kickin' It Old Skool,2007,PG-13,"Comedy, Sport",4.6,7455,"English, Korean, Persian","United States, Canada","A young breakdancer hits his head during a talent show and slips into a coma for twenty years. Waking up in 2006, he looks to revive his and his team's career with the help of his girlfriend and his parents.",107 min
3587,3891,Spider-Man 3,2007,PG-13,"Action, Adventure, Sci-Fi",6.3,648969,"English, French",United States,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",139 min
3588,3892,Lucky You,2007,PG-13,"Drama, Romance, Sport",5.9,21245,"English, Spanish","United States, Germany, Australia","A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.",124 min
3589,3893,It's a Very Merry Muppet Christmas Movie,2002,TV-G,"Adventure, Comedy, Family",6.3,4682,English,"United States, Canada","After the Muppet Theater faces closure on account of financial hardships, angel Daniel requests Boss to help its owner Kermit the Frog and his team of muppets",100 min
3590,3894,21 Up,1977,G,"Documentary, Biography",8.1,2953,English,United Kingdom,Director Michael Apted interviews the same group of British-born adults after a seven-year wait as to the changes that have occurred in their lives during the last seven years.,100 min
3591,3895,This Is England,2006,Not Rated,"Crime, Drama",7.7,129590,English,United Kingdom,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",101 min
3592,3896,Away from Her,2006,PG-13,Drama,7.5,23197,English,"Canada, United Kingdom, United States","A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, Aubrey, a wheelchair-bound mute who also is a patient at the nursing home.",110 min
3593,3897,28 Weeks Later,2007,R,"Horror, Sci-Fi",6.9,298328,English,"United Kingdom, Spain, United States","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",100 min
3594,3898,Once,2006,R,"Drama, Music, Romance",7.8,122154,"English, Czech","Ireland, United States","A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",86 min
3595,3899,Pirates of the Caribbean: At World's End,2007,PG-13,"Action, Adventure, Fantasy",7.1,704075,English,United States,"Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman.",169 min
3596,3900,Bug,2007,R,"Horror, Drama, Thriller",6.1,38000,English,"United States, Germany",An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.,102 min
3597,3902,The Librarian: Return to King Solomon's Mines,2006,TV-PG,"Action, Adventure, Comedy",6.1,16062,"English, French, Arabic",United States,Librarian-turned-adventurer Flynn Carsen endeavors to find King Solomon's mines.,92 min
3598,3903,The Librarian: Quest for the Spear,2004,Not Rated,"Action, Adventure, Comedy",6.2,22177,"English, French, Latin, Mongolian, Portuguese","Germany, United States",A bookworm becomes the librarian. Same night a magical spear gets stolen and he's off to get some real life experience around the globe on his quest for the spear - starting with being thrown off a plane over Amazonas by his cute ...,92 min
3599,3904,Ocean's Thirteen,2007,PG-13,"Crime, Thriller",6.9,371168,"English, Mandarin, Spanish, French",United States,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",122 min
3600,3905,Sun Alley,1999,G,"Comedy, Drama, Romance",6.8,7181,"German, English, Italian, Vietnamese, French",Germany,"A group of kids grows up on the short, wrong (east) side of the Sonnenallee in Berlin, right next to one of the few border crossings between East and West reserved for German citizens. The antics of these kids, their families, the...",101 min
3601,3906,Hostel: Part II,2007,R,Horror,5.5,96980,"English, Slovak, Italian, Czech","United States, Czech Republic",Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.,94 min
3602,3907,Paranoid Park,2007,R,"Crime, Drama, Mystery",6.6,32126,"English, French","France, United States",A teenage skateboarder's life begins to fray after he is involved in the accidental death of a security guard.,85 min
3603,4595,The Legend of Sleepy Hollow,1949,Approved,"Animation, Short, Comedy",7.7,5899,English,United States,"In a small town, a brewing romantic rivalry with a local tough and a school-teacher culminates in a terrifying ride in the night.",34 min
3604,3909,Starcrash,1978,PG,"Action, Adventure, Sci-Fi",4,8147,"English, Italian","Italy, United States",An outlaw smuggler and her alien companion are recruited by the Emperor of the Galaxy to rescue his son and destroy a secret weapon by the evil Count Zarth Arn.,92 min
3605,3910,Surf's Up,2007,PG,"Animation, Adventure, Comedy",6.7,92660,English,"United States, Canada, France","A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",85 min
3606,3911,Fantastic Four: Rise of the Silver Surfer,2007,PG,"Action, Adventure, Fantasy",5.6,281250,"English, Japanese, Chinese, Arabic","United Kingdom, Germany, United States, Hong Kong, China, Thailand",The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,92 min
3607,3912,Nancy Drew,2007,PG,"Comedy, Crime, Family",5.9,21690,English,United States,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",99 min
3608,3913,The TV Set,2006,R,"Comedy, Drama",6.5,6049,English,United States,"The story of a TV pilot as it goes through the network TV process of casting, production and finally airing.",88 min
3609,3914,The Valet,2006,PG-13,"Comedy, Drama",6.6,11086,French,"France, Italy, Belgium",A porter and a top-model have to pretend to be a couple in order to salvage a CEO's marriage.,85 min
3610,3915,Bring It On: All or Nothing,2006,PG-13,"Comedy, Sport",5.6,18415,English,United States,"A transfer student to a rough high school tries joining the cheer-leading squad and she not only faces off against the head cheerleader, but against her former school in preparation for a cheer-off competition.",99 min
3611,3917,1408,2007,PG-13,"Fantasy, Horror, Mystery",6.8,298538,English,United States,"Author Michael Enslin specializes in debunking paranormal occurrences, checks into the fabled room 1408 in the Dolphin Hotel in New York City, settles in, and soon confronts genuine terror.",104 min
3612,3918,Death at a Funeral,2007,R,Comedy,7.3,122592,English,"Netherlands, United Kingdom, Germany, United States",Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,90 min
3613,3919,License to Wed,2007,PG-13,"Comedy, Romance",5.3,40880,English,"United States, Australia",A reverend puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church.,91 min
3614,3920,Evan Almighty,2007,PG,"Comedy, Family, Fantasy",5.4,156391,English,United States,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,96 min
3615,3921,Harry Potter and the Order of the Phoenix,2007,PG-13,"Action, Adventure, Family",7.5,644951,"English, Latin","United Kingdom, United States","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",138 min
3616,3922,First Snow,2006,R,"Drama, Thriller",6.2,8621,English,"Germany, United States",A psychic's ominous reading sends a man into a tailspin.,101 min
3617,3923,Manufactured Landscapes,2006,Unrated,Documentary,7.2,3076,"English, Cantonese, Mandarin",Canada,Photographer Edward Burtynsky travels the world observing changes in landscapes due to industrial work and manufacturing.,86 min
3618,3924,The Simpsons Movie,2007,PG-13,"Animation, Adventure, Comedy",7.3,353111,English,"United States, North Korea, South Korea","After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",87 min
3619,3925,I Know Who Killed Me,2007,R,"Horror, Mystery, Thriller",3.6,31156,English,United States,"A young woman who was missing reappears, but she claims to be someone else entirely.",105 min
3620,3926,The Bourne Ultimatum,2007,PG-13,"Action, Mystery, Thriller",8,663978,"English, Russian, French, Spanish, Arabic, Italian","United States, Germany, France, Spain",Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,115 min
3621,3927,Rush Hour 3,2007,PG-13,"Action, Comedy, Crime",6.2,186352,"English, French, Japanese, Mandarin, Latin","United States, Germany","After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",91 min
3622,3928,The Last Legion,2007,PG-13,"Action, Adventure, History",5.4,37195,English,"United Kingdom, France, Bulgaria, United States","As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",101 min
3623,3929,Balls of Fury,2007,PG-13,"Comedy, Crime, Sport",5.3,45265,"English, Mandarin",United States,"Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father...",90 min
3624,3930,Rocket Science,2007,R,"Comedy, Drama",6.5,13718,English,United States,"Looking for answers to life's big questions, a stuttering boy joins his high school debate team.",101 min
3625,3931,The Nanny Diaries,2007,PG-13,"Comedy, Drama, Romance",6.2,64719,"English, French, Spanish",United States,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",105 min
3626,3933,Behind the Mask: The Rise of Leslie Vernon,2006,R,"Comedy, Horror, Thriller",6.7,25745,English,United States,The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.,92 min
3627,3934,The Brothers Solomon,2007,R,Comedy,5.3,11515,English,United States,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",93 min
3628,3935,Planet Terror,2007,R,"Action, Comedy, Horror",7,225506,English,"United States, Mexico","After an experimental bio-weapon is released, turning thoUnited Statesnds into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",105 min
3629,3936,Gotti,1996,R,"Biography, Crime, Drama",7.2,8831,English,"Canada, United States",John Gotti rises to head the powerful Gambino crime family before being convicted in 1992 of racketeering and murder.,117 min
3630,3937,Atonement,2007,R,"Drama, Mystery, Romance",7.8,303201,"English, French","United States, France, United Kingdom",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,123 min
3631,3938,Electroma,2006,TV-PG,"Adventure, Drama, Sci-Fi",6.7,4529,Novoice,"France, United States",The journey of two robots on their quest to become human.,74 min
3632,3939,Requiem,2006,TV-MA,"Drama, Horror",6.9,6470,German,Germany,"A young woman with epilepsy suffers a breakdown during her first year at university, then decides to seek help from a priest in battling the troubles associated with her strict upbringing.",93 min
3633,3940,"4 Months, 3 Weeks and 2 Days",2007,Not Rated,Drama,7.9,63808,Romanian,"Romania, Netherlands",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,113 min
3634,3941,No End in Sight,2007,Not Rated,"Documentary, War",8.2,8667,"English, Arabic",United States,A comprehensive look at the Bush Administration's conduct of the Iraq war and its occupation of the country.,102 min
3635,3942,In the Valley of Elah,2007,R,"Crime, Drama, Mystery",7.2,75436,English,United States,A retired military investigator works with a police detective to uncover the truth behind his son's disappearance following his return from a tour of duty in Iraq.,121 min
3636,3943,December Boys,2007,PG-13,"Drama, Romance",6.5,12419,"English, French","Australia, Germany, United States","One summer, four orphans boys who have grown to be the closest of friends find themselves competing for the attention of the same family.",105 min
3637,3944,Shanghai Kiss,2007,Not Rated,"Comedy, Drama, Romance",6.6,5451,"English, Mandarin","United States, China, Hong Kong","An Asian-American actor, living in Los Angeles, is forced to reconsider his roots as well as the possibilities afforded him by his present situation after suddenly inheriting his grandmother's home in Shanghai.",106 min
3638,3946,Love and Other Disasters,2006,R,"Comedy, Drama, Romance",6.1,14789,"English, Spanish","United Kingdom, France",An American intern at U.K. Vogue helps her friends find love.,90 min
3639,3947,Interview,2007,R,Drama,6.8,13994,English,"United States, Canada, Netherlands","After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",84 min
3640,3948,Cashback,2004,R,"Short, Comedy, Drama",7.6,11271,English,United Kingdom,"Ben is an art college student in London, whose imagination runs wild as he works the late-night shift at the local supermarket. What do he and his colleagues do to pass the long, endless hours of the night?",18 min
3641,3949,Good Luck Chuck,2007,R,"Comedy, Romance",5.6,95505,English,"United States, Canada","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true l...",96 min
3642,3950,The Game Plan,2007,PG,"Comedy, Family, Sport",6.4,101008,English,United States,An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.,110 min
3643,3951,"Lust, Caution",2007,NC-17,"Drama, History, Romance",7.5,45895,"Mandarin, Japanese, English, Shanghainese, Hindi, Cantonese","Taiwan, United States, Hong Kong, China","During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee.",157 min
3644,3952,Dan in Real Life,2007,PG-13,"Comedy, Drama, Romance",6.8,107785,English,United States,A widower finds out the woman he fell in love with is his brother's girlfriend.,98 min
3645,3953,We Own the Night,2007,R,"Action, Crime, Drama",6.8,93658,"English, Russian, Spanish",United States,A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.,117 min
3646,3954,Sleuth,2007,R,"Crime, Drama, Mystery",6.4,33085,English,"United Kingdom, United States","On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",88 min
3647,3955,30 Days of Night,2007,R,"Action, Horror, Thriller",6.6,191722,English,"United States, New Zealand","After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",113 min
3648,3956,Gone Baby Gone,2007,R,"Crime, Drama, Mystery",7.6,296412,English,United States,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",114 min
3649,3957,Weirdsville,2007,R,"Comedy, Crime, Drama",6.2,4437,"English, Latin",Canada,A pair of slackers get in way over their heads when they try to dump the body of a dead girlfriend in the basement of a drive-in movie theater where a satanic cult performs ritual sacrifices.,90 min
3650,3958,The Assassination of Jesse James by the Coward Robert Ford,2007,R,"Biography, Crime, Drama",7.5,194964,"English, Danish","United States, Canada, United Kingdom","Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",160 min
3651,3959,10th & Wolf,2006,R,"Crime, Drama, Thriller",6.3,7004,"English, Italian",United States,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",107 min
3652,3960,The Jane Austen Book Club,2007,PG-13,"Comedy, Drama, Romance",6.7,29197,English,United States,"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels.",106 min
3653,3961,The Last Winter,2006,Not Rated,"Horror, Mystery, Thriller",5.5,9934,English,"United States, Iceland","Sent to evaluate the environmental impact of oil drilling in the Arctic, James Hoffman clashes with the drilling crew's chief, who wants to get the job done.",101 min
3654,3962,The Edge of Heaven,2007,Not Rated,Drama,7.7,34011,"German, Turkish, English","Germany, Turkey, Italy",A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,122 min
3655,3963,King of California,2007,PG-13,"Comedy, Drama",6.6,23768,"English, Spanish",United States,An unstable dad who after getting out of a mental institution tries to convince his daughter that there's Spanish gold buried somewhere under suburbia.,93 min
3656,3964,American Gangster,2007,R,"Biography, Crime, Drama",7.8,460087,"English, Thai, Spanish","United States, United Kingdom","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",157 min
3657,3965,Bee Movie,2007,PG,"Animation, Adventure, Comedy",6.1,183176,English,"United States, Canada","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship ...",91 min
3658,3966,The Diving Bell and the Butterfly,2007,PG-13,"Biography, Drama",8,110736,French,"France, United States",The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body  only his left eye isn't paralyzed.,112 min
3659,3967,No Country for Old Men,2007,R,"Crime, Drama, Thriller",8.2,1081300,"English, Spanish",United States,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,122 min
3660,3968,Be Kind Rewind,2008,PG-13,Comedy,6.4,94853,English,"United Kingdom, France, United States","Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero...",102 min
3661,3969,Itty Bitty Titty Committee,2007,Not Rated,"Comedy, Drama, Romance",5.4,3041,English,United States,"High School grad and all American gal, Anna, finds her purpose and herself after she hooks up with the radical feminists in The Itty Bitty Titty Committee.",87 min
3662,3970,Beowulf,2007,PG-13,"Animation, Action, Adventure",6.3,175189,"English, Old English","United States, United Kingdom","The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.",115 min
3663,3971,Southland Tales,2006,R,"Comedy, Drama, Mystery",5.3,40996,English,"France, Germany, United States","During a three-day heat wave just before a huge 4th of July celebration, an action star stricken with amnesia meets up with a porn star who is developing her own reality TV project, and a policeman who holds the key to a vast cons...",145 min
3664,3972,I Served the King of England,2006,R,"Comedy, Drama, Romance",7.3,8264,"Czech, German, French, English, Italian, Korean, Hungarian","Czech Republic, Slovakia",A look at the glamorous life at an old-world Prague hotel.,113 min
3665,3973,The Mist,2007,R,"Horror, Sci-Fi, Thriller",7.1,347646,English,United States,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",126 min
3666,3974,Enchanted,2007,PG,"Animation, Adventure, Comedy",7.1,219781,English,"United States, Algeria, New Zealand","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",107 min
3667,3975,Awake,2007,R,"Crime, Drama, Mystery",6.5,81470,"English, Japanese",United States,A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,84 min
3668,3976,The Golden Compass,2007,PG-13,"Adventure, Family, Fantasy",6.1,198089,"English, Icelandic, Russian, French","United Kingdom, United States, Canada, France, Australia","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",113 min
3669,3977,I Am Legend,2007,PG-13,"Action, Drama, Horror",7.2,827903,English,"United States, United Kingdom","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",101 min
3670,3978,Alvin and the Chipmunks,2007,PG,"Adventure, Comedy, Family",5.2,96724,"English, French, Spanish, Japanese",United States,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,92 min
3671,3979,Futurama: Bender's Big Score,2007,Not Rated,"Animation, Comedy, Romance, Sci-Fi",7.7,33276,English,United States,Planet Express sees a hostile takeover and Bender falls into the hands of criminals where he is used to fulfill their schemes.,88 min
3672,3980,Margot at the Wedding,2007,R,"Comedy, Drama",6,22870,English,United States,Margot and her son Claude decide to visit her sister Pauline after she announces that she is marrying less-than-impressive Malcolm.,91 min
3673,3981,I'm Not There,2007,R,"Biography, Drama, Music",6.8,61501,English,"United Kingdom, France, Germany, Canada, United States","Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work.",135 min
3674,3983,My Blueberry Nights,2007,PG-13,"Drama, Romance",6.6,56838,English,"China, France, Hong Kong, United States",A young lonely woman takes a soul-searching journey across America to resolve her questions about love while encountering a series of off-beat characters along the way.,95 min
3675,3984,Helvetica,2007,Not Rated,Documentary,7.2,8208,English,United Kingdom,"A documentary about typography, graphic design, and global visual culture.",80 min
3676,3985,The Deaths of Ian Stone,2007,R,"Horror, Thriller",5.5,13693,English,"United Kingdom, United States","An all-American guy is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again.",87 min
3677,3986,Wristcutters: A Love Story,2006,R,"Comedy, Drama, Fantasy",7.2,58084,"English, Russian","United States, United Kingdom",A film set in a strange afterlife way station that has been reserved for people who have committed suicide.,88 min
3678,3987,National Treasure: Book of Secrets,2007,PG,"Action, Adventure, Mystery",6.5,256605,"English, French",United States,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,124 min
3679,3988,Walk Hard: The Dewey Cox Story,2007,R,"Comedy, Music",6.8,77573,English,United States,Singer Dewey Cox overcomes adversity to become a musical legend.,96 min
3680,3989,Dedication,2007,R,"Comedy, Drama, Romance",6.6,7248,English,United States,The romantic comedy follows a misogynistic children's book author who is forced to work closely with a female illustrator instead of his long-time collaborator and only friend.,95 min
3681,3990,The Water Horse Legend of the Deep,2007,PG,"Adventure, Family, Fantasy",6.4,44000,English,United States,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,112 min
3682,3991,27 Dresses,2008,PG-13,"Comedy, Romance",6.1,177243,English,United States,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",111 min
3683,3992,Cassandra's Dream,2007,PG-13,"Crime, Drama, Romance",6.6,54141,English,"United Kingdom, France, United States","London brothers Terry and Ian Blaine have serious financial woes. When their wealthy uncle Howard Swann proposes that they turn to crime to solve their problems, things go badly and the two become enemies in Woody Allen's dark tale.",108 min
